time,Output1,Output2,Output3,Output4,Output5,Output6
3.99,93.06477311521968,37.41800782518642,0.0,20.817138320908914,26.42092529871895,0.0
4.0,92.9909838388636,32.32617072466062,0.0,19.897070866604256,26.326897519531645,0.0
4.01,92.80081525220457,27.043187833990995,0.0,18.752909146871662,25.622597451232664,0.0
4.0200000000000005,92.18460950443222,22.020045636124962,0.0,17.63249519118348,24.757277224018203,0.0
4.03,91.28107890920012,17.27212806553332,0.0,16.544663291841125,24.2097369307716,0.0
4.04,90.44124892938704,12.806456969343355,0.0,15.496507883313889,24.027940870258472,0.0
4.05,89.89196173695589,8.721092849410084,0.0,14.493383754465684,23.91312130350014,0.0
4.0600000000000005,89.58915849252857,6.1238957335437485,0.0,13.538953029465633,23.60563742706052,0.0
4.07,89.32353643965976,5.989462262466861,0.0,12.635275343860659,23.118181181619185,0.0
4.08,88.92689298126372,8.05836002679245,0.0,11.782936571885328,22.642169827324178,0.0
4.09,88.39032089985929,11.181427830161844,0.0,10.981210543004709,22.31358235052638,0.0
4.1,87.82595364300124,13.970463765744775,0.0,10.228247441940283,22.101165513719096,0.0
4.11,87.34488995748805,15.39843194366422,0.0,9.521282034110603,21.88569462577025,0.0
4.12,86.96955103346713,15.126099536679163,0.0,8.856854509248896,21.598241492499202,0.0
4.13,86.63948568355822,13.499628226890401,0.0,8.23103659605835,21.26939500176403,0.0
4.14,86.28049194202492,11.299410243798471,0.0,7.639655670553555,20.969776450496013,0.0
